"customerID","tenure","cancel","InternetService"
"2254-DLXRI",1,1,"Fiber optic"
"5062-CJJKH",25,1,"DSL"
"9028-LIHRP",71,1,"Fiber optic"
"2219-MVUSO",8,0,"DSL"
"1053-MXTTK",72,1,"Fiber optic"
"1530-ZTDOZ",49,1,"DSL"
"1301-LOPVR",29,1,"DSL"
"0853-TWRVK",72,1,"Fiber optic"
"8914-RBTSB",31,0,"Fiber optic"
"6212-ATMLK",50,1,"Fiber optic"
"8200-LGKSR",71,1,"DSL"
"1568-BEKZM",70,1,"DSL"
"0670-ANMUU",71,1,"Fiber optic"
"6897-RWMUB",61,1,"DSL"
"0963-ZBDRN",32,0,"Fiber optic"
"7594-RQHXR",1,0,"Fiber optic"
"6999-CHVCF",68,1,"Fiber optic"
"6134-KWTBV",62,1,"No"
"1077-HUUJM",7,1,"Fiber optic"
"6331-EWIEB",20,0,"Fiber optic"
"0895-LNKRC",6,1,"No"
"2045-BMBTJ",33,1,"DSL"
"8417-GSODA",28,1,"Fiber optic"
"5171-EPLKN",27,1,"No"
"4452-QIIEB",7,1,"DSL"
"5998-VVEJY",26,0,"Fiber optic"
"1624-NALOJ",5,0,"Fiber optic"
"6741-EGCBI",30,1,"Fiber optic"
"7820-ZYGNY",63,1,"Fiber optic"
"4317-VTEOA",1,0,"DSL"
"9677-AVKED",53,1,"DSL"
"1670-SVOWZ",14,0,"Fiber optic"
"2227-JRSJX",21,1,"Fiber optic"
"9847-HNVGP",17,1,"No"
"6696-YDAYZ",16,1,"No"
"8980-WQFWL",35,1,"DSL"
"1730-ZMAME",32,1,"Fiber optic"
"6506-EYCNH",28,1,"No"
"4634-JLRJT",1,1,"No"
"9501-UKKNL",59,1,"DSL"
"2560-QTSBS",72,1,"No"
"7541-YLXCL",36,0,"DSL"
"4795-WRNVT",40,1,"DSL"
"6080-TCMYC",40,1,"Fiber optic"
"0260-ZDLGK",9,0,"DSL"
"7860-UXCRM",63,1,"DSL"
"6357-JJPQT",3,1,"Fiber optic"
"2292-XQWSV",40,1,"DSL"
"9552-TGUZV",8,1,"Fiber optic"
"5913-INRQV",34,1,"Fiber optic"
"8722-NGNBH",5,0,"DSL"
"6210-KBBPI",9,0,"Fiber optic"
"9643-YBLUR",9,1,"DSL"
"8734-FNWVH",31,1,"DSL"
"9447-YPTBX",50,1,"No"
"0133-BMFZO",2,0,"Fiber optic"
"6128-CZOMY",1,0,"DSL"
"9540-JYROE",8,0,"Fiber optic"
"9026-LHEVG",9,1,"DSL"
"2260-USTRB",2,0,"Fiber optic"
"3656-TKRVZ",3,0,"DSL"
"7011-CVEUC",25,1,"Fiber optic"
"6185-TASNN",1,1,"DSL"
"7925-PNRGI",45,1,"DSL"
"8623-TMRBY",51,0,"Fiber optic"
"1552-CZCLL",55,1,"No"
"3038-PQIUY",38,1,"DSL"
"1501-SGHBW",2,0,"DSL"
"9313-CDOGY",38,1,"No"
"8148-BPLZQ",34,1,"DSL"
"2623-DRYAM",70,1,"Fiber optic"
"9987-LUTYD",13,1,"DSL"
"3208-YPIOE",39,0,"Fiber optic"
"4488-KQFDT",61,1,"Fiber optic"
"2612-RANWT",12,0,"Fiber optic"
"5693-PIPCS",41,1,"Fiber optic"
"0491-KAPQG",21,1,"Fiber optic"
"1925-LFCZZ",55,1,"DSL"
"8039-EQPIM",69,1,"DSL"
"6900-PXRMS",26,0,"Fiber optic"
"8707-RMEZH",69,1,"Fiber optic"
"3346-BRMIS",18,0,"DSL"
"3209-ZPKFI",47,1,"DSL"
"6479-VDGRK",72,1,"DSL"
"9373-WSLOY",33,1,"DSL"
"2933-FILNV",2,0,"DSL"
"3569-JFODW",72,1,"DSL"
"9819-FBNSV",37,1,"Fiber optic"
"9544-PYPSJ",62,1,"Fiber optic"
"1591-XWLGB",71,1,"No"
"0396-UKGAI",23,1,"DSL"
"3243-ZHOHY",16,1,"No"
"5186-EJEGL",9,1,"DSL"
"7527-QNRUS",17,1,"No"
"9986-BONCE",4,0,"No"
"2722-JMONI",1,0,"DSL"
"2203-GHNWN",24,1,"Fiber optic"
"3878-AVSOQ",1,1,"Fiber optic"
"3258-SYSWS",72,1,"Fiber optic"
"5296-PSYVW",72,1,"No"
"6319-QSUSR",11,1,"No"
"4083-EUGRJ",9,0,"No"
"7579-OOPEC",2,0,"DSL"
"0512-FLFDW",60,1,"Fiber optic"
"1771-OADNZ",29,0,"Fiber optic"
"0487-CRLZF",49,1,"DSL"
"2107-FBPTK",30,1,"Fiber optic"
"9451-WLYRI",53,1,"No"
"8219-VYBVI",39,1,"No"
"1991-VOPLL",9,1,"No"
"9738-QLWTP",39,1,"Fiber optic"
"1016-DJTSV",8,1,"Fiber optic"
"9419-IPPBE",51,1,"Fiber optic"
"0174-QRVVY",71,1,"No"
"5699-BNCAS",71,1,"No"
"2900-PHPLN",70,1,"No"
"0612-RTZZA",1,0,"DSL"
"8106-GWQOK",38,1,"DSL"
"8751-EDEKA",28,1,"Fiber optic"
"6878-GGDWG",32,1,"No"
"4039-PIMHX",49,1,"DSL"
"8450-LUGUK",37,1,"No"
"3604-WLABM",10,1,"DSL"
"0795-GMVQO",67,1,"Fiber optic"
"2259-OUUSZ",7,1,"DSL"
"1142-IHLOO",51,1,"Fiber optic"
"6410-LEFEN",9,0,"DSL"
"4633-MKHYU",9,1,"Fiber optic"
"6257-RJOHI",4,1,"DSL"
"1545-JFUML",71,1,"Fiber optic"
"3194-ORPIK",50,0,"Fiber optic"
"7826-VVKWT",24,1,"Fiber optic"
"1353-GHZOS",22,1,"DSL"
"2587-EKXTS",44,1,"Fiber optic"
"5442-BXVND",33,1,"No"
"8816-VXNZD",1,0,"Fiber optic"
"9378-FXTIZ",54,0,"DSL"
"1723-HKXJQ",42,0,"Fiber optic"
"7825-GKXMW",1,0,"DSL"
"9753-OYLBX",1,1,"No"
"2364-UFROM",30,1,"DSL"
"6656-JWRQX",1,1,"DSL"
"6473-ULUHT",16,1,"DSL"
"1240-KNSEZ",1,0,"No"
"0836-SEYLU",9,0,"DSL"
"4433-JCGCG",46,0,"Fiber optic"
"3716-BDVDB",1,0,"Fiber optic"
"7688-AWMDX",71,1,"DSL"
"2842-BCQGE",43,1,"Fiber optic"
"7244-QWYHG",50,1,"DSL"
"5899-MQZZL",13,0,"Fiber optic"
"6849-OYAMU",19,0,"Fiber optic"
"5312-UXESG",41,1,"Fiber optic"
"9488-HGMJH",1,0,"Fiber optic"
"6038-GCYEC",24,0,"DSL"
"2150-WLKUW",40,1,"DSL"
"7159-FVYPK",3,1,"DSL"
"7032-LMBHI",37,1,"DSL"
"1150-WFARN",67,0,"Fiber optic"
"6088-BXMRG",32,1,"Fiber optic"
"3144-AUDBS",6,0,"DSL"
"4821-SJHJV",32,1,"Fiber optic"
"7346-MEDWM",59,1,"Fiber optic"
"1137-DGOWI",30,1,"DSL"
"5616-PRTNT",20,0,"No"
"3812-LRZIR",27,1,"No"
"4818-QIUFN",20,0,"Fiber optic"
"9483-GCPWE",9,1,"No"
"4227-OJHAL",68,1,"DSL"
"9220-CXRSC",69,1,"DSL"
"4993-JCRGJ",26,1,"Fiber optic"
"9537-JALFH",69,1,"No"
"6698-OXETB",11,1,"No"
"2103-ZRXFN",1,1,"DSL"
"3724-BSCVH",10,1,"No"
"4877-TSOFF",55,1,"DSL"
"9209-NWPGU",44,1,"DSL"
"6961-VCPMC",46,0,"Fiber optic"
"7306-YDSOI",69,1,"DSL"
"5288-AHOUP",11,1,"Fiber optic"
"6688-UZPWD",11,0,"Fiber optic"
"0655-YDGFJ",29,1,"DSL"
"8468-EHYJA",57,1,"Fiber optic"
"6823-SIDFQ",28,1,"No"
"1097-FSPVW",42,1,"DSL"
"2839-RFSQE",2,0,"No"
"8328-SKJNO",23,1,"DSL"
"7010-ZMVBF",18,1,"No"
"5201-CBWYG",62,1,"No"
"0968-GSIKN",1,0,"Fiber optic"
"1965-DDBWU",16,0,"Fiber optic"
"9057-SIHCH",3,0,"Fiber optic"
"6352-GIGGQ",67,1,"DSL"
"3635-QQRQD",62,1,"No"
"6771-XWBDM",57,0,"Fiber optic"
"2897-DOVND",2,1,"Fiber optic"
"3082-YVEKW",23,1,"DSL"
"0191-EQUUH",25,1,"DSL"
"7134-HBPBS",72,1,"Fiber optic"
"3489-HHPFY",2,1,"Fiber optic"
"2926-JEJJC",8,1,"No"
"8601-QACRS",5,0,"DSL"
"4950-BDEUX",35,1,"DSL"
"5789-LDFXO",24,1,"No"
"0508-OOLTO",2,1,"Fiber optic"
"2984-TBYKU",72,1,"Fiber optic"
"9822-WMWVG",41,1,"Fiber optic"
"2391-SOORI",4,0,"DSL"
"9040-KZVWO",26,1,"Fiber optic"
"2645-QTLMB",7,0,"Fiber optic"
"4806-HIPDW",1,0,"Fiber optic"
"1548-ARAGG",4,1,"DSL"
"6339-RZCBJ",48,1,"DSL"
"4424-TKOPW",2,0,"Fiber optic"
"4415-WNGVR",12,1,"DSL"
"2522-AHJXR",60,1,"Fiber optic"
"0412-UCCNP",55,1,"DSL"
"1816-FLZDK",1,1,"DSL"
"7096-UCLNH",1,1,"No"
"8443-ZRDBZ",4,0,"Fiber optic"
"9136-ALYBR",1,0,"DSL"
"4615-PIVVU",42,1,"DSL"
"8885-QSQBX",1,1,"DSL"
"7479-NITWS",7,0,"Fiber optic"
"8617-ENBDS",3,1,"Fiber optic"
"9385-NXKDA",72,1,"DSL"
"0430-IHCDJ",15,1,"DSL"
"2959-MJHIC",4,0,"Fiber optic"
"6674-KVJHG",11,1,"No"
"1814-DKOLC",5,1,"No"
"4201-JMNGR",1,0,"DSL"
"9351-HXDMR",72,1,"Fiber optic"
"3537-HPKQT",55,1,"Fiber optic"
"2129-ALKBS",40,1,"No"
"5821-MMEIL",57,1,"No"
"5960-WPXQM",1,0,"Fiber optic"
"0684-AOSIH",1,0,"Fiber optic"
"8260-NGFNY",1,0,"DSL"
"1309-XGFSN",52,1,"DSL"
"1866-RZZQS",41,0,"Fiber optic"
"6968-URWQU",43,1,"DSL"
"4742-TXUEX",47,1,"No"
"9631-XEYKE",3,1,"DSL"
"8631-NBHFZ",66,0,"DSL"
"1335-MXCSE",55,1,"DSL"
"8873-TMKGR",29,1,"No"
"8800-JOOCF",12,1,"Fiber optic"
"1469-LBJQJ",66,1,"Fiber optic"
"4958-XCBDQ",35,0,"Fiber optic"
"8337-UPOAQ",10,0,"Fiber optic"
"0064-YIJGF",27,1,"Fiber optic"
"2386-OWURY",58,1,"Fiber optic"
"1725-IQNIY",54,0,"Fiber optic"
"0310-VQXAM",9,1,"No"
"6598-RFFVI",2,0,"No"
"3453-RTHJQ",6,1,"Fiber optic"
"6712-OAWRH",26,0,"Fiber optic"
"6278-FEPBZ",9,1,"No"
"4280-DLSHD",8,1,"DSL"
"1508-DFXCU",12,1,"Fiber optic"
"8614-VGMMV",15,0,"DSL"
"7868-BGSZA",43,1,"DSL"
"2800-QQUSO",42,1,"Fiber optic"
"2930-UOTMB",31,0,"DSL"
"7973-DZRKH",66,1,"Fiber optic"
"5914-DVBWJ",18,0,"Fiber optic"
"7698-YFGEZ",1,1,"No"
"2533-QVMSK",61,0,"Fiber optic"
"9773-PEQBZ",10,1,"Fiber optic"
"8644-XLFBW",1,0,"Fiber optic"
"0650-BWOZN",18,1,"Fiber optic"
"8625-AZYZY",24,0,"Fiber optic"
"7785-RDVIG",3,1,"No"
"9602-WCXPI",50,1,"No"
"2903-YYTBW",1,1,"DSL"
"3620-MWJNE",2,1,"DSL"
"8573-JGCZW",17,1,"No"
"6837-HAEVO",69,1,"Fiber optic"
"6701-YVNQG",72,1,"DSL"
"9306-CPCBC",3,0,"Fiber optic"
"4304-XUMGI",50,1,"DSL"
"9504-YAZWB",53,1,"No"
"8819-ZBYNA",58,1,"Fiber optic"
"6174-NRBTZ",46,1,"DSL"
"9481-IEBZY",72,1,"Fiber optic"
"1833-VGRUM",1,0,"Fiber optic"
"6137-NICCO",6,1,"Fiber optic"
"9065-ZCPQX",72,1,"DSL"
"6402-EJMWF",4,1,"DSL"
"3620-EHIMZ",52,1,"No"
"6870-ECSHE",2,1,"No"
"8747-UDCOI",65,1,"No"
"8374-XGEJJ",43,0,"Fiber optic"
"2656-TABEH",4,0,"Fiber optic"
"6946-LMSQS",25,0,"Fiber optic"
"4626-OZDTJ",51,1,"DSL"
"9169-BSVIN",12,1,"DSL"
"2325-ZUSFD",57,0,"DSL"
"8194-PEEBY",24,1,"No"
"6872-HXFNF",64,1,"DSL"
"3932-CMDTD",4,0,"Fiber optic"
"7714-YXSMB",26,1,"Fiber optic"
"8387-UGUSU",15,1,"No"
"1080-BWSYE",64,1,"No"
"4039-HEUNW",36,0,"Fiber optic"
"1194-HVAIF",27,1,"Fiber optic"
"0812-WUPTB",1,0,"Fiber optic"
"3594-UVONA",35,0,"DSL"
"0004-TLHLJ",4,0,"Fiber optic"
"1767-TGTKO",8,1,"DSL"
"8439-LTUGF",10,1,"No"
"8805-JNRAZ",2,1,"DSL"
"5089-IFSDP",58,0,"Fiber optic"
"6418-HNFED",51,1,"DSL"
"0206-OYVOC",46,1,"No"
"7291-CDTMJ",1,1,"No"
"7128-GGCNO",46,1,"Fiber optic"
"0237-YFUTL",50,1,"Fiber optic"
"7691-KGKGP",53,1,"DSL"
"6710-HSJRD",61,1,"Fiber optic"
"3675-EQOZA",5,1,"No"
"0840-DCNZE",47,1,"DSL"
"1732-FEKLD",54,1,"Fiber optic"
"9862-KJTYK",19,1,"DSL"
"0479-HMSWA",26,1,"Fiber optic"
"5854-KSRBJ",70,1,"No"
"0365-BZUWY",17,1,"Fiber optic"
"4817-VYYWS",30,0,"Fiber optic"
"5701-SVCWR",1,1,"No"
"3129-AAQOU",19,1,"No"
"4922-CVPDX",26,1,"DSL"
"1396-QWFBJ",21,0,"Fiber optic"
"1357-BIJKI",50,1,"Fiber optic"
"1099-BTKWT",68,1,"DSL"
"5299-SJCZT",3,0,"Fiber optic"
"2018-PZKMU",9,1,"Fiber optic"
"7340-KEFQE",51,1,"DSL"
"4570-QHXHL",9,1,"DSL"
"2403-BCASL",41,0,"Fiber optic"
"7392-YYPYJ",22,1,"Fiber optic"
"2898-LSJGD",21,0,"DSL"
"2223-GDSHL",71,1,"Fiber optic"
"7359-PTSXY",1,0,"DSL"
"9470-RTWDV",26,1,"DSL"
"2176-OSJUV",71,1,"DSL"
"9348-YVOMK",4,1,"DSL"
"8104-OSKWT",12,1,"Fiber optic"
"4521-YEEHE",18,1,"Fiber optic"
"4090-KPJIP",3,1,"Fiber optic"
"3786-WOVKF",72,1,"Fiber optic"
"4503-BDXBD",11,0,"Fiber optic"
"6086-ESGRL",1,0,"Fiber optic"
"2592-HODOV",13,1,"No"
"3886-CERTZ",72,0,"Fiber optic"
"7995-ZHHNZ",42,1,"DSL"
"3824-RHKVR",17,1,"No"
"5816-SCGFC",7,1,"DSL"
"5989-AXPUC",68,1,"Fiber optic"
"4979-HPRFL",56,1,"No"
"8590-OHDIW",38,1,"No"
"8015-IHCGW",72,1,"Fiber optic"
"2332-TODQS",48,1,"No"
"9278-VZKCD",52,1,"Fiber optic"
"8008-OTEZX",35,1,"No"
"2773-OVBPK",67,1,"Fiber optic"
"5999-LCXAO",1,1,"DSL"
"5206-XZZQI",53,1,"Fiber optic"
"4803-LBYPN",34,1,"No"
"5759-RCVCB",3,0,"DSL"
"6372-RFVNS",1,0,"Fiber optic"
"2139-FQHLM",19,1,"Fiber optic"
"8261-GWDBQ",60,1,"Fiber optic"
"1093-YSWCA",11,1,"No"
"8938-UMKPI",47,0,"Fiber optic"
"0991-BRRFB",18,0,"DSL"
"3882-IYOIJ",60,1,"Fiber optic"
"8749-TZYEC",72,1,"No"
"1755-FZQEC",39,1,"No"
"3115-JPJDD",59,1,"Fiber optic"
"5600-KTXFM",2,1,"Fiber optic"
"3871-IKPYH",1,0,"Fiber optic"
"6319-IEJWJ",20,0,"Fiber optic"
"9025-AOMKI",6,0,"Fiber optic"
"6339-TBELP",71,1,"Fiber optic"
"7964-YESJC",24,1,"DSL"
"6173-GOLSU",67,1,"Fiber optic"
"5275-SQEIZ",1,0,"Fiber optic"
"7716-YTYHG",48,0,"Fiber optic"
"9938-ZREHM",37,1,"DSL"
"7950-XWOVN",11,1,"DSL"
"4390-KYULV",3,0,"No"
"4647-MUZON",18,1,"Fiber optic"
"9702-AIUJO",50,1,"DSL"
"8849-PRIQJ",67,1,"Fiber optic"
"8851-RAGOV",25,1,"DSL"
"1304-NECVQ",2,0,"Fiber optic"
"5396-IZEPB",9,1,"No"
"1729-VLAZJ",10,1,"DSL"
"8285-ABVLB",70,1,"No"
"0701-TJSEF",9,1,"DSL"
"5712-VBOXD",4,1,"No"
"6629-LADHQ",2,1,"DSL"
"8945-GRKHX",1,0,"Fiber optic"
"1559-DTODC",19,1,"DSL"
"4797-MIWUM",7,1,"No"
"6959-UWKHF",1,0,"DSL"
"8720-RQSBJ",1,1,"DSL"
"4537-CIBHB",9,1,"No"
"3815-SLMEF",3,0,"DSL"
"5154-VEKBL",9,0,"DSL"
"4324-AHJKS",5,1,"DSL"
"4355-CVPVS",56,1,"Fiber optic"
"4495-LHSSK",18,1,"DSL"
"5655-JSMZM",49,0,"Fiber optic"
"5915-ANOEI",70,1,"DSL"
"9861-PDSZP",72,1,"Fiber optic"
"4505-EXZHB",6,0,"Fiber optic"
"7225-CBZPL",17,1,"Fiber optic"
"6704-UTUKK",29,1,"DSL"
"4587-VVTOX",6,0,"Fiber optic"
"2019-HDCZY",63,1,"Fiber optic"
"4652-NNHNY",16,0,"Fiber optic"
"8788-DOXSU",59,1,"DSL"
"7404-JLKQG",3,1,"DSL"
"7421-ZLUPA",8,1,"DSL"
"8972-HJWNV",7,0,"Fiber optic"
"3274-NSDWE",68,1,"No"
"2632-IVXVF",68,1,"Fiber optic"
"3692-JHONH",52,1,"Fiber optic"
"8915-NNTRC",72,1,"Fiber optic"
"5914-GXMDA",32,1,"No"
"7463-IFMQU",72,1,"No"
"2920-RNCEZ",1,1,"Fiber optic"
"2541-YGPKE",42,1,"DSL"
"8515-OCTJS",25,0,"No"
"5382-TEMLV",45,1,"DSL"
"3441-CGZJH",43,1,"DSL"
"9592-ERDKV",37,1,"DSL"
"2860-RANUS",20,0,"Fiber optic"
"5261-QSHQM",4,0,"DSL"
"4778-IZARL",63,1,"Fiber optic"
"0432-CAJZV",3,1,"Fiber optic"
"7008-LZVOZ",66,1,"No"
"8868-WOZGU",28,0,"Fiber optic"
"1200-TUZHR",8,1,"Fiber optic"
"9365-CSLBQ",71,1,"No"
"1334-FJSVR",1,0,"DSL"
"5884-FBCTL",72,1,"No"
"7130-CTCUS",16,1,"DSL"
"6242-FEGFD",66,1,"Fiber optic"
"7625-XCQRH",11,0,"Fiber optic"
"6194-HBGQN",51,1,"DSL"
"7634-WSWDB",8,1,"DSL"
"6986-IXNDM",14,1,"Fiber optic"
"1731-TVIUK",4,0,"Fiber optic"
"2987-BJXIK",70,1,"DSL"
"9769-TSBZE",70,1,"DSL"
"0406-BPDVR",54,0,"Fiber optic"
"0618-XWMSS",28,0,"Fiber optic"
"1395-WSWXR",24,1,"No"
"6023-GSSXW",69,1,"DSL"
"6752-APNJL",42,1,"DSL"
"5276-KQWHG",2,0,"Fiber optic"
"0420-HLGXF",39,1,"Fiber optic"
"7446-KQISO",45,1,"Fiber optic"
"9823-EALYC",72,1,"DSL"
"0582-AVCLN",38,1,"No"
"5803-NQJZO",72,1,"DSL"
"2565-JSLRY",1,0,"No"
"2607-DHDAK",72,1,"No"
"1073-XXCZD",55,1,"No"
"0743-HRVFF",51,1,"DSL"
"4006-HKYHO",63,1,"DSL"
"3727-JEZTU",1,1,"No"
"8143-ETQTI",23,1,"No"
"6689-KXGBO",1,0,"DSL"
"9667-TKTVZ",2,1,"DSL"
"3657-COGMW",52,1,"Fiber optic"
"8570-KLJYJ",36,1,"DSL"
"7754-IXRMC",1,1,"DSL"
"9473-CBZOP",28,1,"DSL"
"2969-WGHQO",7,1,"DSL"
"6615-NGGZJ",14,0,"Fiber optic"
"4334-HOWRP",72,1,"DSL"
"4255-DDUOU",1,0,"No"
"5863-OOKCL",10,1,"No"
"1686-STUHN",42,1,"No"
"1329-VHWNP",7,1,"DSL"
"2984-MIIZL",4,0,"Fiber optic"
"0266-GMEAO",72,1,"Fiber optic"
"5590-YRFJT",20,0,"DSL"
"5574-NXZIU",63,1,"Fiber optic"
"0019-GFNTW",56,1,"DSL"
"4256-ZWTZI",5,1,"DSL"
"8309-PPCED",72,1,"Fiber optic"
"4098-NAUKP",68,1,"Fiber optic"
"5196-WPYOW",67,1,"DSL"
"4608-LCIMN",8,1,"DSL"
"1485-YDHMM",52,1,"Fiber optic"
"4054-CUMIA",18,1,"No"
"0603-TPMIB",59,1,"No"
"2525-GVKQU",60,1,"No"
"8161-QYMTT",7,1,"Fiber optic"
"9581-GVBXT",59,1,"DSL"
"5862-BRIXZ",46,1,"DSL"
"5404-GGUKR",5,1,"DSL"
"3308-JSGML",59,1,"DSL"
"2126-GSEGL",70,1,"DSL"
"3677-TNKIO",14,0,"Fiber optic"
"0440-QEXBZ",44,1,"DSL"
"2434-EEVDB",64,1,"Fiber optic"
"6762-QVYJO",58,1,"DSL"
"6199-IWKGC",46,1,"Fiber optic"
"2675-DHUTR",58,1,"Fiber optic"
"8152-VETUR",72,1,"Fiber optic"
"9667-EQRXU",30,0,"DSL"
"7446-YPODE",11,1,"DSL"
"9522-BNTHX",34,1,"DSL"
"4676-WLUHT",54,1,"DSL"
"3329-WDIOK",3,0,"DSL"
"7980-MHFLQ",72,1,"No"
"2873-ZLIWT",40,0,"Fiber optic"
"3415-TAILE",2,0,"DSL"
"0757-WCUUZ",54,1,"DSL"
"1629-DQQVB",14,1,"DSL"
"1915-IOFGU",1,0,"Fiber optic"
"3045-XETSH",10,0,"Fiber optic"
"0374-AACSZ",1,1,"DSL"
"7239-HZZCX",1,0,"No"
"4872-VXRIL",56,1,"DSL"
"9140-CZQZZ",68,1,"DSL"
"3423-HHXAO",14,1,"No"
"9938-TKDGL",68,1,"Fiber optic"
"0531-ZZJWQ",55,1,"Fiber optic"
"6537-QLGEX",16,1,"DSL"
"2688-BHGOG",9,1,"Fiber optic"
"7683-CBDKJ",14,0,"DSL"
"0946-CLJTI",58,0,"Fiber optic"
"3160-TYXLT",53,1,"DSL"
"1325-USMEC",70,1,"Fiber optic"
"0916-QOFDP",14,1,"Fiber optic"
"0628-CNQRM",22,0,"DSL"
"5606-AMZBO",10,1,"Fiber optic"
"6199-IPCAO",29,1,"No"
"7665-TOALD",1,0,"Fiber optic"
"0112-QWPNC",49,0,"DSL"
"0324-BRPCJ",68,0,"Fiber optic"
"2777-PHDEI",1,0,"Fiber optic"
"5640-CAXOA",30,1,"DSL"
"2235-EZAIK",72,1,"DSL"
"3847-BAERP",10,1,"No"
"1196-AMORA",7,0,"Fiber optic"
"4282-YMKNA",9,0,"Fiber optic"
"1453-RZFON",1,1,"DSL"
"8263-OKETD",20,1,"DSL"
"0670-KDOMA",1,1,"No"
"2476-YGEFM",29,1,"Fiber optic"
"8687-BAFGU",1,1,"Fiber optic"
"0641-EVBOJ",3,1,"Fiber optic"
"0829-XXPLX",20,1,"Fiber optic"
"9974-JFBHQ",64,1,"Fiber optic"
"5356-RHIPP",1,0,"No"
"6624-JDRDS",6,1,"DSL"
"0608-JDVEC",50,1,"No"
"9780-FKVVF",6,1,"DSL"
"1919-RTPQD",7,1,"DSL"
"5214-NLTIT",72,1,"Fiber optic"
"3345-PBBFH",8,1,"DSL"
"5055-BRMNE",67,1,"Fiber optic"
"9189-JWSHV",24,0,"Fiber optic"
"2190-PHBHR",72,1,"Fiber optic"
"2650-GYRYL",33,1,"No"
"0746-JTRFU",2,0,"DSL"
"5208-FVQKB",70,1,"DSL"
"7184-LRUUR",22,1,"DSL"
"6627-CFOSN",59,1,"Fiber optic"
"3982-JGSFD",36,1,"No"
"1574-DYCWE",51,1,"No"
"7247-XOZPB",53,1,"DSL"
"2466-FCCPT",20,1,"No"
"6211-WWLTF",63,1,"Fiber optic"
"4826-TZEVA",40,1,"Fiber optic"
"6016-NXBNJ",35,1,"No"
"9138-EFSMO",26,1,"Fiber optic"
"0576-WNXXC",27,0,"Fiber optic"
"4632-XJMEX",53,1,"DSL"
"8910-LEDAG",34,1,"Fiber optic"
"3452-GWUIN",19,1,"Fiber optic"
"2716-GFZOR",43,1,"Fiber optic"
"3724-UCSHY",6,1,"No"
"8626-XHBIE",56,1,"No"
"4628-CTTLA",57,0,"DSL"
"3192-LNKRK",34,1,"Fiber optic"
"4439-YRNVD",10,1,"DSL"
"2876-VBBBL",1,0,"No"
"6834-NXDCA",13,0,"DSL"
"2208-UGTGR",56,1,"Fiber optic"
"3005-TYFRD",55,1,"Fiber optic"
"8670-MEFCP",36,1,"DSL"
"3079-BCHLN",47,1,"No"
"7777-UNYHB",12,1,"No"
"5597-GLBUC",1,0,"Fiber optic"
"7278-CKDNC",24,1,"Fiber optic"
"2748-MYRVK",63,0,"Fiber optic"
"8450-UYIBU",35,1,"DSL"
"2969-VAPYH",67,1,"DSL"
"4822-YCXMX",25,0,"Fiber optic"
"7181-OQCUT",21,1,"Fiber optic"
"8474-UMLNT",13,1,"DSL"
"9821-POOTN",35,0,"Fiber optic"
"3836-FZSDJ",71,1,"No"
"9142-XMYJH",29,1,"No"
"6559-ILWKJ",71,0,"DSL"
"0187-QSXOE",7,1,"Fiber optic"
"7733-UDMTP",57,1,"DSL"
"2649-HWLYB",65,1,"DSL"
"5214-CHIWJ",27,1,"No"
"4229-CZMLL",6,0,"Fiber optic"
"6904-JLBGY",72,1,"Fiber optic"
"2465-BLLEU",1,1,"No"
"1685-VAYJF",11,1,"DSL"
"8874-EJNSR",39,1,"No"
"6917-YACBP",59,1,"Fiber optic"
"5049-MUBWG",26,1,"DSL"
"4223-WOZCM",2,1,"DSL"
"0769-MURVM",72,1,"DSL"
"9253-VIFJQ",65,1,"DSL"
"7030-FZTFM",72,1,"Fiber optic"
"9741-YLNTD",6,1,"Fiber optic"
"5917-RYRMG",32,1,"No"
"5120-ZBLAI",50,1,"DSL"
"1194-BHJYC",61,1,"DSL"
"3663-MITLP",15,0,"Fiber optic"
"0906-QVPMS",72,1,"Fiber optic"
"9025-ZRPVR",9,0,"No"
"1905-OEILC",1,1,"No"
"7858-GTZSP",12,1,"Fiber optic"
"3285-UCQVC",37,0,"DSL"
"6248-BSHKG",61,1,"No"
"4685-TFLLS",18,1,"No"
"3470-BTGQO",21,1,"DSL"
"1209-VFFOC",68,1,"DSL"
"8224-DWCKX",12,1,"Fiber optic"
"5482-PLVPE",2,0,"DSL"
"4553-DVPZG",62,1,"Fiber optic"
"4902-OHLSK",29,0,"Fiber optic"
"6917-IAYHD",1,1,"DSL"
"0495-ZBNGW",5,0,"Fiber optic"
"8620-RJPZN",1,1,"No"
"7572-KPVKK",62,1,"Fiber optic"
"2642-MAWLJ",36,1,"No"
"2357-COQEK",28,0,"Fiber optic"
"7103-ZGVNT",69,1,"DSL"
"3737-GCSPV",11,0,"Fiber optic"
"2027-WKXMW",63,1,"Fiber optic"
"7137-NAXML",23,1,"No"
"2428-ZMCTB",10,1,"No"
"2961-VNFKL",71,1,"No"
"1768-HNVGJ",45,1,"DSL"
"6963-KQYQB",70,1,"No"
"5934-RMPOV",22,1,"Fiber optic"
"1207-BLKSA",52,1,"No"
"4088-YLDSU",55,0,"Fiber optic"
"8316-BBQAY",65,1,"DSL"
"1166-PQLGG",72,1,"No"
"3146-JTQHR",10,1,"No"
"4291-YZODP",7,1,"No"
"4395-PZMSN",5,1,"Fiber optic"
"6427-FEFIG",24,1,"DSL"
